gender,tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,Churn
Male,29,1,2211.8,1,1,0,0
Male,1,1,19.55,0,0,0,1
Female,20,1,1683.7,0,0,1,0
Female,58,1,1519.0,0,0,0,0
Female,14,1,1164.05,0,0,1,0
Male,72,1,1710.9,0,0,0,0
Male,46,1,4245.55,0,1,0,0
Female,71,0,4145.9,1,1,1,0
Male,32,1,2664.3,1,0,0,0
Female,26,0,1277.5,1,1,0,0
Male,68,1,5589.3,0,0,0,0
Male,2,1,34.75,0,0,0,0
Male,61,1,1305.95,0,0,0,0
Female,4,1,381.3,1,0,0,1
Male,3,1,141.5,0,0,0,1
Male,33,1,3105.55,1,1,0,1
Male,9,1,204.55,0,0,0,0
Female,22,1,605.9,0,0,0,0
Female,5,1,356.1,0,1,0,0
Female,30,1,2758.15,0,0,0,1
Male,65,1,4805.65,1,0,1,0
Female,45,1,3941.7,0,0,1,1
Male,5,1,92.75,0,0,0,0
Male,25,1,1901.05,0,0,0,0
Female,72,1,5730.7,0,0,0,0
Female,27,1,2423.4,1,0,0,0
Male,32,0,1653.45,1,1,0,0
Female,30,1,3327.05,1,1,1,0
Male,70,1,7085.5,1,0,1,0
Male,42,1,3344.1,0,0,0,0
Female,72,1,6697.35,1,1,1,0
Female,47,1,2879.9,0,0,1,0
Female,2,1,137.1,0,0,0,0
Male,10,1,1008.55,1,1,0,1
Female,61,1,1551.6,0,0,0,0
Female,5,1,202.15,0,0,0,0
Female,72,1,7882.25,1,1,1,0
Male,72,1,8196.4,1,1,1,0
Female,3,1,202.9,0,0,0,0
Male,48,1,855.1,0,0,0,0
Female,63,1,5817.0,0,1,1,0
Female,27,1,1652.95,0,0,0,0
Male,70,1,5600.15,1,1,0,0
Male,7,1,515.75,1,0,1,0
Male,0,1,0.0,0,0,0,0
Female,2,1,190.5,0,1,0,0
Male,20,1,1842.8,1,1,0,1
Male,66,1,1253.8,0,0,0,0
Female,3,1,57.2,0,0,0,0
Female,15,1,1269.55,1,0,0,1
Female,72,1,6563.4,0,0,1,0
Male,1,1,20.8,0,0,0,0
Female,22,1,1907.85,1,1,0,1
Male,3,1,208.85,0,0,0,1
Female,72,1,4758.8,0,0,1,0
Male,65,1,1292.6,0,0,0,0
Female,11,0,363.15,0,1,0,0
Male,22,1,1600.25,0,0,0,0
Male,14,1,275.7,0,0,0,0
Male,41,1,3089.1,0,0,1,0
Male,17,1,1175.6,1,0,0,0
Male,11,1,237.3,0,0,0,0
Male,15,1,1444.65,1,1,0,1
Female,1,1,19.9,0,0,0,1
Female,5,1,454.15,1,0,0,1
Male,33,1,3036.75,1,1,0,1
Female,72,1,8065.65,1,1,0,0
Female,3,0,92.5,1,0,0,0
Male,2,1,184.65,0,0,0,1
Female,59,1,6152.3,1,0,1,0
Male,2,1,89.5,0,0,0,1
Male,71,1,5154.5,1,1,1,0
Female,5,1,220.45,0,0,0,0
Male,27,1,1510.3,0,0,0,0
Female,1,1,52.2,0,0,1,1
Male,63,0,2588.95,0,0,1,0
Female,46,1,4874.8,1,1,0,1
Male,72,1,3983.6,0,0,0,0
Female,34,1,2003.6,0,0,1,0
Female,24,1,1832.4,1,1,0,0
Male,72,1,4908.25,0,0,1,0
Female,60,0,3590.2,1,1,1,0
Male,68,1,5023.0,1,0,0,0
Female,8,1,146.6,0,0,0,0
Female,34,1,2339.3,0,1,1,0
Female,6,0,298.7,1,1,0,0
Male,2,1,143.65,1,0,1,0
Male,31,1,2548.65,0,0,1,0
Female,20,1,507.4,0,0,0,0
Female,1,1,20.0,0,0,0,0
Male,62,1,6125.4,1,1,0,1
Female,70,1,5411.4,0,0,0,0
Female,10,1,1058.25,1,1,1,1
Male,39,1,903.8,0,0,0,0
Female,46,1,3009.5,0,1,1,0
Male,6,1,489.45,0,1,0,1
Female,72,1,5468.45,1,1,0,0
Male,18,1,1058.1,0,0,1,0
Male,71,1,7616.0,1,1,1,0
Male,40,1,4113.1,1,1,0,1
Male,1,1,69.55,0,0,0,1
Male,58,1,6017.65,1,1,0,1
Male,70,1,7250.15,1,1,1,1
Female,42,1,1108.2,0,0,0,0
Male,34,0,938.65,0,0,0,0
Male,5,1,94.15,0,0,0,0
Female,25,1,2088.05,0,1,0,0
Female,2,1,178.7,1,0,0,1
Female,55,1,5656.75,1,1,1,0
Male,21,1,2317.1,1,1,1,1
Male,70,1,5986.45,0,0,1,0
Female,61,1,6751.35,1,1,1,0
Male,43,1,3566.6,1,1,1,0
Male,47,1,4889.3,1,1,0,0
Male,5,1,318.1,0,1,1,0
Female,62,1,1563.95,0,0,0,0
Female,16,1,1430.25,0,1,0,1
Male,7,1,644.35,1,1,0,1
Female,14,1,372.45,0,0,0,0
Male,60,1,5453.4,0,1,0,1
Male,34,0,1442.6,0,1,1,0
Female,50,1,5610.7,1,1,1,1
Male,38,1,963.95,0,0,0,0
Female,70,1,5222.3,1,0,1,0
Female,37,1,3340.55,0,1,0,0
Female,4,1,292.8,0,1,0,1
Male,60,1,5774.55,1,0,0,0
Male,62,1,4487.3,1,0,1,0
Male,1,1,44.4,0,0,0,1
Male,36,1,2854.95,1,1,1,0
Male,44,1,905.55,0,0,0,0
Female,55,1,5509.3,1,1,0,1
Female,72,1,7589.8,1,1,0,0
Female,12,1,229.6,0,0,0,1
Female,13,0,394.1,0,0,0,0
Male,1,1,89.9,1,1,0,1
Female,15,1,295.95,0,0,0,0
Female,65,1,5459.2,1,1,1,0
Female,12,0,444.75,0,0,1,0
Male,72,1,6782.15,1,1,1,0
Female,72,1,6510.45,1,1,1,0
Female,72,1,8476.5,1,1,1,0
Male,52,1,4461.85,1,1,1,0
Male,2,1,62.0,0,0,0,0
Female,5,1,352.65,0,1,1,0
Female,68,1,1424.9,0,0,0,0
Female,62,1,6413.65,1,1,0,1
Male,72,1,6309.65,1,1,1,0
Male,1,1,50.8,0,0,0,1
Female,66,1,5898.6,0,0,1,0
Male,72,0,4719.75,1,1,1,0
Male,26,1,457.3,0,0,0,0
Male,64,1,5822.3,1,0,0,0
Male,20,1,1463.5,0,0,0,1
Female,3,1,307.4,1,1,0,1
Male,22,1,2104.55,1,1,0,1
Male,4,1,319.15,0,0,1,1
Male,62,0,2337.45,0,1,1,0
Female,5,1,104.3,0,0,0,0
Male,59,1,5084.65,1,0,0,1
Male,3,1,121.25,0,0,0,0
Female,72,1,7015.9,0,1,1,0
Male,57,1,5598.0,1,1,0,0
Male,66,1,1269.1,0,0,0,0
Female,60,0,3027.4,1,1,0,1
Male,45,1,4634.35,1,1,0,0
Female,3,0,113.95,0,1,0,0
Female,15,1,1582.75,1,1,1,1
Female,51,0,3077.0,1,1,1,0
Female,60,1,4039.5,0,0,1,0
Male,33,1,1665.2,0,0,0,0
Male,10,1,1043.3,1,1,1,1
Male,26,1,504.2,0,0,0,0
Female,6,1,497.55,1,0,0,1
Female,67,1,7511.65,1,1,1,0
Female,49,0,1782.0,0,0,1,0
Male,1,1,20.05,0,0,0,0
Female,7,1,609.65,0,1,0,0
Female,27,1,2857.6,1,1,0,0
Male,37,1,3247.55,1,1,0,0
Female,63,1,6215.35,0,1,0,1
Male,31,1,2823.0,0,0,1,0
Male,50,1,5017.9,1,1,0,1
Male,32,1,2619.25,0,0,0,0
Female,1,0,24.6,0,0,0,1
Female,63,1,4965.1,0,0,1,0
Male,30,1,2679.7,1,0,0,0
Male,71,1,8310.55,1,1,1,0
Female,53,1,5682.25,1,1,0,0
Female,12,1,1120.95,1,1,1,1
Male,50,1,4914.9,1,0,0,0
Female,2,1,27.55,0,0,0,0
Female,9,1,923.5,1,1,0,1
Male,17,1,1625.65,1,1,0,1
Female,56,1,6068.65,1,1,0,0
Male,67,1,5398.6,1,1,0,0
Male,9,1,918.6,1,1,0,1
Male,4,1,234.85,0,1,0,0
Male,19,1,1231.85,1,0,1,0
Female,8,1,170.9,0,0,0,0
Female,71,1,7984.15,1,1,1,0
Male,10,1,688.65,0,0,0,1
Female,15,1,1288.3,0,1,0,0
Male,72,1,7848.5,1,1,0,0
Male,12,1,267.0,0,0,0,0
Male,72,1,1798.9,0,0,0,0
Male,1,1,73.55,0,0,0,1
Female,23,1,1643.55,0,0,0,0
Male,72,0,4807.45,1,1,1,0
Female,26,1,2193.0,0,0,0,0
Female,21,1,2239.4,1,1,1,0
Male,60,1,1505.9,0,0,0,0
Male,12,1,255.35,0,0,0,0
Male,16,1,1189.4,0,0,0,0
Female,63,1,4786.15,1,1,0,0
Female,22,1,1820.9,0,0,0,0
Female,32,1,2404.15,1,0,1,0
Female,3,1,205.05,0,0,0,1
Female,13,1,952.3,0,0,0,1
Female,68,1,7039.45,1,1,1,0
Female,30,1,2538.05,1,0,0,0
Female,16,1,1212.85,0,0,0,0
Male,33,1,2651.1,0,0,1,0
Male,72,1,1304.8,0,0,0,0
Female,4,1,360.1,1,0,0,1
Female,12,0,435.45,0,0,1,0
Female,4,1,308.05,0,1,0,0
Female,0,1,0.0,1,1,0,0
Female,6,1,434.5,0,0,0,1
Female,65,1,7118.9,1,1,1,0
Female,15,1,320.45,0,0,0,0
Female,24,1,531.55,0,0,0,0
Female,13,0,382.2,0,0,0,0
Male,24,1,2001.0,1,0,0,0
Female,72,0,4919.7,1,1,1,0
Female,54,1,5645.8,1,1,0,0
Female,3,1,215.8,0,0,0,1
Male,4,1,77.6,0,0,0,0
Female,32,1,2896.55,0,1,0,0
Male,35,1,3395.8,1,1,0,1
Male,35,1,759.35,0,0,0,0
Male,2,1,85.15,0,0,0,1
Female,8,1,535.55,0,0,0,0
Male,22,1,1253.15,0,0,1,0
Female,15,1,955.15,0,0,1,0
Male,22,1,2162.6,1,1,0,0
Male,1,1,44.7,0,0,0,1
Female,71,1,1813.35,0,0,0,0
Male,4,1,245.15,0,0,0,0
Male,25,1,2028.8,1,0,1,0
Female,32,1,2723.75,0,1,0,0
Male,7,0,220.45,0,0,0,0
Male,17,1,365.8,0,0,0,0
Male,8,1,551.95,0,1,0,0
Female,56,1,4054.2,1,0,1,0
Male,1,1,45.7,0,0,0,1
Male,8,1,832.35,1,1,1,1
Male,7,1,112.3,0,0,0,1
Male,3,1,60.65,0,0,0,0
Female,71,1,5550.1,0,1,1,0
Female,2,1,174.8,1,1,0,1
Female,1,1,90.55,1,1,0,1
Male,49,1,4733.1,0,1,0,0
Male,58,1,4048.95,0,1,1,0
Male,44,0,1359.7,0,0,0,1
Female,59,1,4542.35,1,1,1,0
Male,71,1,7532.15,1,1,1,1
Male,1,1,69.9,0,0,0,1
Female,11,1,888.65,0,0,0,0
Male,62,1,6383.35,1,1,0,1
Female,35,1,1916.0,0,0,1,0
Female,20,1,413.0,0,0,0,0
Male,40,1,808.95,0,0,0,0
Female,39,1,1886.4,0,0,0,0
Male,1,1,86.6,1,0,0,1
Female,72,1,1679.25,0,0,0,0
Female,33,1,2656.5,0,0,0,1
Female,12,1,540.95,0,0,0,0
Male,1,1,19.75,0,0,0,0
Male,27,1,537.35,0,0,0,0
Male,34,1,678.8,0,0,0,0
Female,56,1,4513.65,0,0,0,0
Female,58,1,1423.85,0,0,0,0
Female,22,1,555.4,0,0,0,0
Female,10,1,225.55,0,0,0,0
Male,13,1,268.45,0,0,0,0
Female,35,1,2917.5,0,0,1,1
Female,34,1,2416.1,0,0,0,1
Female,4,1,424.45,1,1,0,1
Male,72,1,1492.1,0,0,0,0
Male,2,1,132.4,1,1,1,0
Female,7,1,660.9,1,1,0,1
Male,27,1,1893.95,0,0,0,1
Male,4,1,284.9,0,0,0,0
Female,37,1,784.25,0,0,0,0
Male,21,1,417.7,0,0,0,0
Female,53,1,5016.25,1,1,0,0
Female,18,1,1612.75,1,0,1,1
Female,2,1,119.75,0,0,0,1
Male,32,1,3204.65,1,1,0,1
Male,23,1,485.2,0,0,0,0
Male,3,1,160.85,0,0,0,0
Female,71,0,4145.25,1,1,1,0
Male,9,1,827.45,1,1,1,0
Female,1,1,49.5,0,0,0,0
Male,18,1,990.85,1,0,0,1
Male,12,1,696.35,1,0,0,1
Male,71,1,5585.4,1,0,1,0
Female,64,1,1601.2,0,0,0,0
Male,4,0,162.45,1,0,1,0
Female,23,1,470.2,0,0,0,0
Female,39,1,2066.0,0,0,0,0
Male,28,1,1426.45,0,0,1,0
Female,5,1,392.5,0,1,0,0
Female,45,1,3861.45,1,0,0,0
Male,37,1,2552.9,0,0,0,0
Female,60,1,6668.35,1,1,1,0
Male,8,1,819.4,1,1,0,1
Female,47,1,4615.25,0,1,0,0
Male,26,1,2070.6,0,1,0,1
Female,3,1,273.75,0,1,1,1
Female,50,1,3557.7,0,0,0,0
Male,27,1,1957.1,1,1,1,0
Female,8,1,729.95,1,1,0,1
Female,62,1,1416.75,0,0,0,0
Female,71,1,5924.4,1,1,1,0
Male,66,1,1697.7,0,0,0,0
Male,68,1,7849.85,1,1,1,0
Female,13,0,649.4,1,1,0,0
Male,56,1,4557.5,1,0,0,0
Male,38,1,3013.05,0,0,0,1
Male,14,1,1266.1,1,1,0,1
Female,16,1,360.35,0,0,0,0
Female,14,1,1046.5,0,0,0,0
Male,32,1,2347.9,0,0,0,1
Female,8,1,447.75,0,0,1,0
Female,43,1,4209.95,1,1,0,0
Female,52,1,3877.65,0,1,1,0
Male,3,1,152.3,0,0,1,0
Male,29,1,572.2,0,0,0,0
Female,1,1,19.65,0,0,0,1
Male,12,0,526.95,1,0,1,1
Female,16,0,552.7,1,0,0,0
Female,40,1,3208.65,1,1,1,0
Female,5,0,210.75,1,0,0,1
Male,40,1,3706.95,1,1,0,1
Female,36,1,620.75,0,0,0,0
Female,5,1,412.5,1,0,0,1
Female,10,1,832.05,0,1,0,1
Male,2,1,185.55,1,1,0,1
Male,23,1,1943.2,0,1,1,1
Male,26,1,505.9,0,0,0,0
Female,72,1,8046.85,1,1,0,0
Female,34,1,1815.3,0,0,1,0
Male,10,1,612.95,0,1,1,0
Female,14,1,795.15,0,0,1,0
Female,23,1,2169.8,0,1,0,1
Male,47,1,973.1,0,0,0,0
Male,24,1,2210.2,1,0,1,0
Male,49,1,4853.75,1,1,0,1
Male,20,1,1055.9,0,0,1,0
Female,2,1,144.55,0,0,0,1
Female,2,1,91.1,0,0,0,1
Male,22,0,1304.85,1,1,1,0
Male,7,1,713.0,1,1,0,1
Male,1,1,21.1,0,0,0,0
Female,59,1,5580.8,1,0,1,0
Female,58,1,1497.9,0,0,0,0
Female,41,1,4527.45,1,1,1,1
Female,59,1,4590.35,0,0,0,0
Female,3,1,200.2,0,0,0,0
Male,32,1,614.45,0,0,0,0
Male,46,1,4564.9,1,1,0,0
Male,0,1,0.0,0,0,0,0
Male,2,1,171.15,1,0,0,1
Female,52,1,1012.4,0,0,0,0
Female,13,1,940.35,0,0,0,1
Female,11,1,1047.7,1,1,0,1
Male,32,1,2766.4,0,0,1,0
Male,17,1,1622.45,1,1,0,1
Female,16,1,1129.35,0,0,0,0
Female,51,1,5680.9,1,1,0,0
Male,29,1,2243.9,1,1,1,0
Male,70,1,4523.25,0,0,1,0
Female,71,1,7159.7,1,0,1,0
Male,41,1,2839.95,0,1,0,0
Male,1,1,80.55,0,1,0,0
Female,7,1,580.1,1,1,1,0
Male,25,1,2178.6,1,1,0,1
Male,67,1,6038.55,0,0,1,0
Male,5,1,259.4,0,0,1,0
Male,15,1,324.15,0,0,0,0
Female,20,1,417.65,0,0,0,0
Male,3,1,168.15,0,0,0,1
Male,54,1,5637.85,1,1,1,0
Male,42,1,839.4,0,0,0,0
Female,9,1,769.1,1,0,0,0
Female,63,1,6253.0,1,1,0,0
Female,69,1,1641.8,0,0,0,0
Female,69,1,1678.05,0,0,0,0
Male,40,1,2058.5,0,0,0,0
Male,60,0,2424.5,0,0,0,0
Female,4,1,387.2,1,0,1,1
Female,71,1,6293.45,1,1,1,0
Female,37,1,2839.65,0,0,0,1
Male,32,1,3145.9,1,1,0,0
Male,39,1,2200.7,0,0,1,0
Female,38,1,914.4,0,0,0,0
Male,52,1,4577.75,1,0,0,0
Female,48,1,4997.5,1,1,0,0
Male,70,0,4144.8,1,1,1,0
Male,20,1,1493.55,0,0,0,0
Female,50,1,4179.1,1,1,1,0
Female,19,0,893.55,1,1,0,1
Male,25,1,1611.0,0,0,0,0
Male,12,1,593.05,0,0,0,0
Male,39,1,4284.8,1,1,0,1
Male,7,1,544.55,0,0,0,1
Female,23,1,1533.8,0,0,1,0
Male,27,1,529.8,0,0,0,0
Male,47,1,3865.6,0,1,0,0
Male,26,1,515.75,0,0,0,0
Female,14,1,941.0,0,1,0,1
Female,11,1,1133.65,1,1,1,1
Male,2,1,48.35,0,0,0,0
Female,26,1,2070.05,0,0,0,0
Female,72,1,8333.95,1,1,1,0
Female,63,1,1209.25,0,0,0,0
Male,71,1,1396.25,0,0,0,0
Male,11,1,723.35,0,1,0,0
Male,14,1,228.65,0,0,0,0
Female,13,1,1161.75,1,1,1,0
Male,6,1,98.35,0,0,0,0
Male,11,1,775.3,0,0,0,0
Male,18,1,1074.65,0,0,0,0
Male,1,0,35.55,1,0,0,1
Female,32,1,2324.7,0,0,0,0
Male,29,0,1072.6,0,0,1,0
Female,3,1,170.5,0,1,0,0
Female,2,1,196.9,1,1,0,1
Male,13,1,1162.85,1,1,0,1
Female,41,0,1677.85,1,0,0,0
Female,1,1,18.85,0,0,0,0
Male,7,1,370.4,0,1,0,0
Female,52,1,3410.6,0,1,0,0
Female,45,1,1138.8,0,0,0,0
Male,70,1,5264.25,0,1,1,0
Female,53,1,1005.7,0,0,0,0
Female,62,1,5936.55,0,1,0,0
Female,60,1,5475.9,1,0,0,0
Female,3,1,224.05,0,1,0,1
Female,23,1,2326.05,1,1,0,0
Male,1,0,31.35,0,0,0,1
Female,67,1,4991.5,1,0,1,0
Female,12,1,1052.4,0,1,0,1
Female,71,1,5831.2,1,0,1,0
Male,25,1,510.8,0,0,0,0
Female,5,1,283.95,0,0,0,0
Male,26,1,1295.4,0,0,0,0
Male,1,1,19.65,0,0,0,0
Male,70,0,3011.65,0,1,0,0
Male,72,1,8093.15,1,1,1,0
Male,60,1,5610.25,1,1,0,1
Female,32,1,3217.65,1,1,0,0
Male,1,1,19.85,0,0,0,1
Female,14,1,773.2,0,0,0,0
Female,13,1,1029.35,0,0,0,0
Female,6,1,669.45,1,1,1,1
Female,46,1,3593.8,1,1,0,0
Male,15,1,1553.95,1,1,1,1
Male,43,1,3953.15,0,1,1,0
Male,39,1,1971.15,0,0,1,0
Male,21,1,1236.15,0,1,0,1
Male,57,0,3196.0,1,1,0,0
Female,53,1,4872.2,1,1,1,0
Male,18,1,1500.5,0,1,0,0
Female,1,1,60.15,1,0,0,1
Female,58,1,3478.75,0,0,1,0
Female,71,1,7413.55,1,1,0,0
Female,35,1,3532.0,1,1,1,0
Male,3,1,256.75,1,0,0,0
Male,38,1,3887.25,1,1,0,0
Male,35,1,2490.15,0,0,1,0
Male,7,1,593.45,0,1,0,1
Female,47,1,3510.3,1,1,1,0
Female,14,1,765.45,0,0,0,0
Female,20,1,1259.35,1,0,0,0
Male,66,1,5538.35,1,1,1,0
Male,15,1,340.85,0,0,0,0
Female,42,1,844.45,0,0,0,0
Female,17,1,1348.95,0,0,0,0
Male,37,1,3778.0,1,1,1,0
Female,12,1,611.65,0,0,0,0
Male,53,1,4867.95,1,1,0,1
Female,60,1,1505.05,0,0,0,0
Male,18,0,467.85,0,0,0,0
Male,1,1,74.9,0,0,0,1
Female,3,1,194.2,0,0,0,0
Female,9,1,571.45,1,1,1,0
Female,1,1,80.25,0,1,0,1
Male,56,1,5253.95,0,0,0,0
Male,17,1,1149.65,0,0,0,1
Female,11,1,740.8,1,0,1,1
Male,7,1,521.35,0,0,0,0
Female,69,1,1412.65,0,0,0,0
Male,19,1,1532.45,1,0,0,1
Female,3,1,250.05,1,0,0,1
Male,54,1,1090.6,0,0,0,0
Male,62,1,1446.8,0,0,0,0
Male,24,1,2282.55,0,1,0,1
Female,62,1,4300.45,1,1,0,0
Male,17,1,1111.2,1,0,0,0
Male,9,0,190.1,0,0,0,0
Male,64,1,4447.75,0,1,1,0
Female,2,1,143.35,0,0,0,1
Male,1,1,45.85,0,0,0,1
Female,16,0,810.2,1,1,1,1
Female,72,1,1830.05,0,0,0,0
Male,30,1,2820.65,0,0,0,0
Female,49,1,4847.35,1,1,0,0
Male,61,1,4729.3,1,0,1,0
Male,47,1,4017.45,0,1,0,0
Male,20,1,1398.6,1,0,0,0
Male,34,1,2564.3,0,1,0,1
Female,70,1,1685.9,0,0,0,0
Male,54,1,5826.65,1,1,1,0
Male,61,1,6066.55,0,1,1,0
Male,3,1,228.4,0,0,0,1
Male,13,1,270.2,0,0,0,0
Female,16,1,1529.2,1,1,0,1
Female,3,1,168.6,0,1,0,0
Male,25,1,536.35,0,0,0,0
Male,30,1,1888.45,1,0,0,0
Female,21,0,629.35,0,0,0,0
Male,1,1,45.3,0,0,0,1
Female,15,1,289.3,0,0,0,1
Male,23,1,2117.25,1,1,0,0
Female,45,1,4730.9,1,1,0,0
Female,24,1,2033.05,0,0,0,0
Female,11,1,987.95,0,1,1,1
Male,1,1,45.05,0,0,0,1
Female,56,1,5744.35,1,1,1,0
Female,1,1,75.8,0,0,0,1
Male,1,1,19.45,0,0,0,0
Female,7,1,523.15,1,0,0,1
Female,55,1,4805.3,0,1,1,0
Female,2,0,59.05,0,0,1,1
Female,72,1,6110.75,1,1,1,0
Female,45,0,1596.6,1,0,0,0
Female,47,1,1046.2,0,0,0,0
Female,46,1,4424.2,1,1,0,1
Male,2,1,92.75,0,0,0,0
Female,2,1,194.55,0,0,1,0
Female,12,1,612.1,0,0,0,0
Female,68,1,6127.6,1,0,0,1
Male,69,1,6671.7,1,1,1,0
Male,56,1,5264.3,1,1,0,0
Female,4,1,303.7,0,0,0,0
Male,64,1,4818.8,0,1,1,0
Male,59,1,6448.05,1,1,0,1
Male,62,1,7159.05,1,1,1,0
Male,63,1,1574.5,0,0,0,0
Female,53,0,2879.2,0,1,1,0
Male,5,1,86.05,0,0,0,0
Male,49,1,4159.45,0,0,0,0
Female,62,1,6638.35,1,1,0,0
Female,55,1,3112.05,0,0,1,0
Female,71,1,7168.25,0,1,1,0
Female,72,1,1326.25,0,0,0,0
Male,36,0,2234.55,1,1,1,0
Male,25,1,495.15,0,0,0,0
Female,72,1,8317.95,1,1,1,0
Female,36,1,679.8,0,0,0,0
Male,1,1,62.8,1,1,0,0
Female,72,1,7544.0,1,1,0,0
Male,59,1,1188.25,0,0,0,0
Male,7,1,676.7,1,1,0,1
Female,1,1,74.1,1,1,1,0
Female,30,1,3242.5,1,1,1,0
Male,64,1,1240.15,0,0,0,0
Male,63,1,4111.35,0,0,1,0
Male,72,1,5899.85,1,1,0,0
Male,8,1,632.95,0,0,0,1
Female,62,1,5193.2,1,1,1,0
Male,67,1,7530.8,1,1,1,0
Male,6,1,270.95,0,0,0,1
Female,70,1,5460.2,1,1,1,0
Female,20,1,1614.2,0,1,0,0
Female,5,1,402.5,0,0,0,0
Female,24,0,1367.75,1,1,0,0
Female,11,1,483.7,0,0,0,1
Male,72,1,7962.2,1,1,1,0
Female,66,1,3810.8,0,0,1,0
Female,45,1,3533.6,1,1,1,0
Female,69,1,1396.9,0,0,0,0
Male,15,1,1345.55,1,0,0,1
Female,28,1,1646.45,0,1,0,0
Female,70,1,8127.6,1,1,1,1
Female,36,1,2680.15,1,0,1,0
Male,16,1,1281.0,0,1,0,1
Female,18,1,1553.9,0,1,0,1
Female,34,1,3207.55,1,1,0,1
Male,42,0,2049.05,1,0,0,0
Male,48,1,3629.2,1,0,1,0
Male,47,1,5124.55,1,1,1,1
Female,39,1,3474.45,0,0,1,1
Female,11,1,202.3,0,0,0,0
Male,7,1,147.5,0,0,0,0
Female,3,1,86.35,0,0,0,0
Male,8,1,579.0,1,0,0,0
Male,1,1,19.45,0,0,0,1
Male,32,1,3131.55,1,0,0,0
Male,60,1,3928.3,0,0,1,0
Female,10,1,187.75,0,0,0,0
Female,71,1,1710.15,0,0,0,0
Female,4,1,76.35,0,0,0,1
Female,1,1,69.25,0,0,0,1
Female,43,0,2151.6,0,1,1,0
Male,59,1,5961.1,1,1,0,1
Female,23,1,1221.55,0,0,1,0
Female,72,1,1496.45,0,0,0,0
Male,22,1,1292.2,0,0,1,0
Female,1,0,25.15,0,0,0,0
Male,69,1,1713.1,0,0,0,0
Male,50,0,1748.9,0,0,1,0
Female,1,0,25.2,0,0,0,1
Male,2,1,96.45,0,0,0,1
Female,15,1,1114.55,0,0,0,0
Male,31,1,609.1,0,0,0,0
Male,1,1,20.15,0,0,0,1
Male,66,1,7133.25,1,1,0,1
Female,0,0,0.0,0,1,1,0
Male,3,1,169.45,0,1,0,1
Female,8,1,141.6,0,0,0,0
Male,64,1,4688.65,1,1,0,0
Female,28,1,563.05,0,0,0,0
Female,57,1,5985.0,1,1,0,0
Female,14,1,1258.6,1,0,0,1
Male,19,1,373.5,0,0,0,0
Male,10,1,857.2,0,1,0,1
Female,51,0,2553.35,1,1,0,0
Female,67,1,4322.85,0,0,0,0
Male,11,1,250.8,0,0,0,0
Male,72,0,4549.05,1,1,1,0
Male,66,1,1359.5,0,0,0,0
Female,18,1,1639.3,0,1,1,1
Female,9,1,178.85,0,0,0,0
Female,9,1,633.85,0,0,0,0
Male,48,1,5315.1,1,1,0,0
Male,10,1,735.5,0,0,0,0
Female,9,1,889.9,1,1,0,1
Female,13,1,1290.0,1,1,0,1
Male,4,1,330.05,0,0,0,1
Male,4,1,237.95,0,0,0,1
Female,72,1,6474.4,1,1,1,0
Female,51,1,4421.95,1,1,1,0
Male,59,0,2452.7,1,0,0,1
Male,10,1,813.85,0,1,0,1
Male,61,1,4904.85,0,0,0,0
Male,54,1,4484.05,0,0,1,0
Female,33,1,2033.85,0,0,0,0
Female,27,1,538.2,0,0,0,0
Female,1,1,79.2,0,1,0,1
Male,23,1,2192.9,1,1,0,0
Male,1,1,19.85,0,0,0,0
Male,45,1,3858.05,1,1,1,0
Female,39,1,854.8,0,0,0,0
Male,5,1,347.4,1,1,0,1
Male,72,1,5815.15,0,1,1,0
Female,58,1,3970.4,0,1,0,0
Female,70,0,3058.15,0,0,1,0
Male,61,1,6145.2,1,1,1,0
Male,2,1,129.2,0,0,0,0
Female,46,1,1165.9,0,0,0,0
Female,1,1,49.95,0,0,0,1
Female,22,1,1554.0,0,0,0,1
Female,48,1,4904.25,1,1,1,0
Male,64,1,5632.55,1,1,1,0
Male,72,1,1643.25,0,0,0,0
Female,12,1,740.55,0,1,0,0
Female,34,1,3217.55,1,0,0,1
Female,72,1,4888.2,1,0,0,0
Male,29,1,2440.25,0,0,0,0
Male,33,1,620.55,0,0,0,0
Female,1,1,20.35,0,0,0,0
Female,62,1,6840.95,1,1,1,0
Male,41,1,3001.2,1,1,0,1
Female,64,1,6254.2,1,1,0,1
Female,4,1,319.6,1,0,0,0
Female,24,1,1938.05,0,0,1,0
Female,14,1,294.5,0,0,0,0
Male,3,1,58.3,0,0,0,0
Female,4,1,442.85,1,1,0,1
Female,18,0,553.0,1,0,0,1
Male,8,1,546.45,1,1,0,0
Female,35,1,797.1,0,0,0,0
Female,1,1,76.0,0,0,0,1
Male,66,1,1673.8,0,0,0,0
Male,8,0,343.45,1,0,1,0
Female,71,1,7412.25,1,1,0,0
Female,43,1,4039.0,1,0,0,0
Female,2,1,170.85,1,1,0,1
Male,29,1,2948.6,1,1,0,0
Female,15,1,1308.4,0,1,0,1
Male,65,1,6078.75,0,0,1,0
Male,35,1,3418.2,0,1,1,0
Male,64,1,6603.8,1,1,0,0
Female,58,0,3166.9,1,1,1,0
Female,18,1,865.75,0,0,0,0
Male,67,1,6373.1,1,0,0,0
Male,63,1,1177.05,0,0,0,0
Female,60,1,5985.75,1,1,0,0
